CID,kmeans_cluster,hierarchical_cluster
39327,10,15
11443,19,24
13192,19,24
12228,2,24
7570,19,24
16212386,19,24
7672,19,24
7515,19,15
8821,16,13
7343,16,13
7923,16,13
7294,16,13
6658,16,13
999,23,6
6129,8,6
91496,1,13
62010,21,9
8113,21,9
7497,21,9
6049,21,9
38078,2,7
104556,21,9
8083,21,9
7902,21,9
7618,21,9
24730,21,9
7108,19,20
11869,19,15
69177,19,15
79123,29,2
12259,29,2
15575,29,2
11724,29,2
12307,29,2
557966,24,0
442381,24,0
3035468,24,0
85778983,24,0
86052,8,6
586537,8,6
14985,8,6
89125,16,13
81530,16,13
82744,16,13
8711,16,13
7918,16,13
2365,16,13
14050,10,7
2730,10,7
3039,10,7
4618,12,7
31357,10,7
3681305,2,7
1061,2,7
14781,2,7
75481,16,13
4093,16,22
6590,27,1
176,25,3
69240,16,13
12180,1,13
284,25,3
760,27,11
10349,15,1
1110,15,1
4837,2,9
8111,2,9
5565,2,9
14242,1,13
145068,29,2
5971,12,7
10039,12,7
11167,12,7
6348,12,7
971,5,5
125339,1,13
12329,1,13
7824,1,1
442649,9,12
6046,21,9
5281426,8,6
7471,19,15
949,19,15
7681,19,15
7820,1,13
4900,24,0
6579,21,9
5641,2,9
713,2,9
222,2,9
6585,16,5
280,25,3
19660,25,3
10340,25,3
11430,25,3
6342,16,23
7855,16,23
7505,16,23
768,16,23
7854,16,23
4685067,16,23
2087,7,2
5993,7,2
3224,7,2
13930,7,2
3589,7,2
16698,2,7
12679,2,9
10522,4,18
408,9,12
409,9,12
942,9,12
412,9,12
7865,16,13
10967,7,2
7864,7,2
12232,12,7
23662387,2,7
5455,12,7
402,12,7
3017,10,7
3082,12,7
10913,20,4
10914,20,4
11169,20,4
9869,20,4
6351,13,19
7872,12,7
1068,12,7
6343,12,7
878,12,7
4928,21,7
9550,2,9
4004,12,7
2723650,2,7
6598,2,9
162093,21,9
17725,12,7
34192,21,9
297,3,16
962,29,14
24261,22,14
712,25,3
887,25,3
9989226,25,3
281,25,3
6347,2,24
7292,22,14
90864,22,14
6328,17,2
24841,17,2
24823,29,14
25477,29,14
14792,29,14
14778,29,14
26042,29,14
