"APDB_idx","Chemical_Name","Molecule_CID","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","PDB","Resolution"
"T.1707","Diisobutyl ketone",7958,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1708","Diisobutyl ketone",7958,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1709","Methylcyclohexane",7962,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1710","Chlorobenzene",7964,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1711","Chlorobenzene",7964,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1712","Cyclohexanone",7967,109637798,5893,"RAD52","P43351",NA,NA
"T.1713","Cyclohexanone",7967,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1714","Pentanoic acid",7991,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1715","Pentanoic acid",7991,4885329,2865,"FFAR3","A0A0K0PUW7",NA,NA
"T.1716","Pentanoic acid",7991,4885333,2867,"FFAR2","C6KYL4",NA,NA
"T.1717","N-pentane",8003,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.1718","N-pentane",8003,119612329,7201,"TRHR","P34981",NA,NA
"T.1719","N-pentane",8003,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1720","N-pentane",8003,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1721","1-pentene",8004,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1722","1-pentene",8004,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.1723","Methyl isoamyl ketone",8034,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1724","Methyl isoamyl ketone",8034,119612329,7201,"TRHR","P34981",NA,NA
"T.1725","Methyl amyl ketone",8051,4504517,3315,"HSPB1","P04792","3Q9P",2
"T.1726","Methyl amyl ketone",8051,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1727","Methyl amyl ketone",8051,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1728","Valeraldehyde",8063,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.1729","Valeraldehyde",8063,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1730","Valeraldehyde",8063,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1731","1,2-Dimethoxyethane",8071,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.1732","1,2-Dimethoxyethane",8071,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1733","1,2-Dimethoxyethane",8071,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1734","1,2-Dimethoxyethane",8071,124375976,367,"AR","P10275","4OHA",1.42
"T.1735","1,2-Dimethoxyethane",8071,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1736","1,2-Dimethoxyethane",8071,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1737","1,2-Dimethoxyethane",8071,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1738","1,2-Dimethoxyethane",8071,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1739","1,2-Dimethoxyethane",8071,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1740","1,2-Dimethoxyethane",8071,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1741","Morpholine",8083,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.1742","Heptanoic acid",8094,124375976,367,"AR","P10275","4OHA",1.42
"T.1743","2-ethoxyethyl acetate",8095,3290016,6002,"RGS12","O14924",NA,NA
"T.1744","2-ethoxyethyl acetate",8095,33946324,2770,"GNAI1","P63096","6CRK",2
"T.1745","2-ethoxyethyl acetate",8095,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1746","2-ethoxyethyl acetate",8095,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1747","2-ethoxyethyl acetate",8095,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1748","Diethylenetriamine",8111,7669492,2597,"GAPDH","P04406","6YND",1.52
"T.1749","Diethylenetriamine",8111,8928041,11238,"CA5B","A0A024RBW9",NA,NA
"T.1750","Diethylenetriamine",8111,116241278,765,"CA6","B4DUH8",NA,NA
"T.1751","Diethylenetriamine",8111,1168744,766,"CA7","P43166","7P1A",1.58
"T.1752","Diethylenetriamine",8111,83300925,768,"CA9","A0A0S2Z3D0",NA,NA
"T.1753","Diethylenetriamine",8111,5915866,771,"CA12","O43570","5MSA",1.2
"T.1754","Diethylenetriamine",8111,8928036,23632,"CA14","A8K3J4",NA,NA
"T.1755","Diethylenetriamine",8111,63054845,7421,"VDR","F1D8P8",NA,NA
"T.1756","Diethylenetriamine",8111,7705344,51426,"POLK","Q9UBT6","6CST",2
"T.1757","Diethylenetriamine",8111,124375976,367,"AR","P10275","4OHA",1.42
"T.1758","Diethylenetriamine",8111,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1759","Diethylenetriamine",8111,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1760","Diethanolamine",8113,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.1761","Diethanolamine",8113,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1762","Diethylene glycol",8117,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1763","Diethylene glycol",8117,16516817,836,"CASP3","P42574","2DKO",1.06
"T.1764","Diethylene glycol",8117,30582205,840,"CASP7","P55210","4JR2",1.65
"T.1765","Diethylene glycol",8117,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1766","Diethylene glycol",8117,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1767","1-octene",8125,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1768","1-octene",8125,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1769","Heptanol",8129,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1770","Heptanal",8130,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1771","Heptanal",8130,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1772","Methyl carbitol",8134,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1773","Methyl carbitol",8134,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1774","Methyl carbitol",8134,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1775","Methyl carbitol",8134,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1776","Methyl dodecanoate",8139,325495553,9971,"NR1H4","F1DAL1",NA,NA
"T.1777","Methyl dodecanoate",8139,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1778","Carbitol",8146,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1779","Nonanoic acid",8158,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1780","Nonanoic acid",8158,177975,43,"ACHE","P22303","4M0E",2
"T.1781","Nonanoic acid",8158,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1782","Nonanoic acid",8158,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1783","Nonanoic acid",8158,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1784","Nonanoic acid",8158,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1785","Ethylene glycol butyl ether acetate",8160,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.1786","Ethylene glycol butyl ether acetate",8160,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1787","Triethylene glycol",8172,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1788","Decyl alcohol",8174,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.1789","Decyl alcohol",8174,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1790","Decanal",8175,216409692,5468,"PPARG","E9PFX5",NA,NA
"T.1791","2-(2-butoxyethoxy)ethanol",8177,119597822,1588,"CYP19A1","A0A024R5S8",NA,NA
"T.1792","Diethylene Glycol Diethyl Ether",8179,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1793","Undecanoic acid",8180,124375976,367,"AR","P10275","4OHA",1.42
"T.1794","Undecanoic acid",8180,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.1795","Undecanoic acid",8180,9966839,53831,"GPR84","Q9NQS5",NA,NA
"T.1796","N-dodecane",8182,4504517,3315,"HSPB1","P04792","3Q9P",2
"T.1797","N-dodecane",8182,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1798","Undecanal",8186,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1799","Ethyltriethylene glycol",8190,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1800","1-Dodecanol",8193,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1801","1-Dodecanol",8193,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1802","1-Dodecanol",8193,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1803","1-Dodecanol",8193,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1804","Tetraethylene glycol",8200,216409692,5468,"PPARG","E9PFX5",NA,NA
"T.1805","Tetraethylene glycol",8200,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1806","Tetraethylene glycol",8200,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1807","Docosanoic acid",8215,417522,5467,"PPARD","A0A024RCW6",NA,NA
"T.1808","Docosanoic acid",8215,13432234,5468,"PPARG","E9PFX5",NA,NA
"T.1809","Docosanoic acid",8215,3041727,5465,"PPARA","F1D8S4",NA,NA
"T.1810","2-Acetyl-1-phenylhydrazine",8247,311348376,2908,"NR3C1","F1D8N4",NA,NA
"T.1811","2-Acetyl-1-phenylhydrazine",8247,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1812","2-Acetyl-1-phenylhydrazine",8247,216409692,5468,"PPARG","E9PFX5",NA,NA
"T.1813","2-Acetyl-1-phenylhydrazine",8247,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1814","2-Acetyl-1-phenylhydrazine",8247,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1815","2-Acetyl-1-phenylhydrazine",8247,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1816","2-Acetyl-1-phenylhydrazine",8247,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1817","2-Acetyl-1-phenylhydrazine",8247,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1818","Di(2-ethylhexyl)phthalate",8343,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.1819","Di(2-ethylhexyl)phthalate",8343,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1820","Di(2-ethylhexyl)phthalate",8343,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.1821","Di(2-ethylhexyl)phthalate",8343,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1822","Di(2-ethylhexyl)phthalate",8343,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1823","Di(2-ethylhexyl)phthalate",8343,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1824","Di(2-ethylhexyl)phthalate",8343,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1825","Di(2-ethylhexyl)phthalate",8343,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1826","Di(2-ethylhexyl)phthalate",8343,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1827","Di(2-ethylhexyl)phthalate",8343,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1828","Di-n-octyl phthalate",8346,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.1829","Di-n-octyl phthalate",8346,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1830","Di-n-octyl phthalate",8346,216409692,5468,"PPARG","E9PFX5",NA,NA
"T.1831","Di-n-octyl phthalate",8346,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1832","Di-n-octyl phthalate",8346,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1833","Di-n-octyl phthalate",8346,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1834","Di-n-octyl phthalate",8346,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1835","3,4,5-Trimethoxybenzoic acid",8357,5016090,190,"NR0B1","F1D8P4",NA,NA
"T.1836","Homosalate",8362,4504517,3315,"HSPB1","P04792","3Q9P",2
"T.1837","Homosalate",8362,119627033,3725,"JUN","P05412","6Y3V",1.5
"T.1838","Homosalate",8362,124375976,367,"AR","P10275","4OHA",1.42
"T.1839","Homosalate",8362,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1840","Homosalate",8362,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1841","Homosalate",8362,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1842","o-Toluic acid",8373,124375976,367,"AR","P10275","4OHA",1.42
"T.1843","o-Toluic acid",8373,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.1844","o-Toluic acid",8373,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1845","1,2,3,4-tetrahydronaphthalene",8404,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1846","Isoquinoline",8405,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1847","3,3-Dimethoxybenzidine",8411,13435386,1576,"CYP3A4","P08684","5VCC",1.7
"T.1848","3,3-Dimethoxybenzidine",8411,6683500,29994,"BAZ2B","Q9UIF8","5PG1",1.49
"T.1849","3,3-Dimethoxybenzidine",8411,21361397,29127,"RACGAP1","A0A024R136",NA,NA
"T.1850","3,3-Dimethoxybenzidine",8411,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1851","3,3-Dimethoxybenzidine",8411,296439460,79915,"ATAD5","Q96QE3",NA,NA
"T.1852","3,3-Dimethoxybenzidine",8411,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1853","3,3-Dimethoxybenzidine",8411,124375976,367,"AR","P10275","4OHA",1.42
"T.1854","3,3-Dimethoxybenzidine",8411,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1855","3,3-Dimethoxybenzidine",8411,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.1856","3,3-Dimethoxybenzidine",8411,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1857","3,3-Dimethoxybenzidine",8411,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1858","3,3-Dimethoxybenzidine",8411,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1859","3,3-Dimethoxybenzidine",8411,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1860","3,3-Dimethoxybenzidine",8411,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1861","3,3-Dimethoxybenzidine",8411,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1862","3,3-Dimethoxybenzidine",8411,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1863","3,3-Dimethoxybenzidine",8411,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1864","3,3-Dimethylbenzidine",8413,3290016,6002,"RGS12","O14924",NA,NA
"T.1865","3,3-Dimethylbenzidine",8413,33946324,2770,"GNAI1","P63096","6CRK",2
"T.1866","3,3-Dimethylbenzidine",8413,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.1867","3,3-Dimethylbenzidine",8413,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1868","3,3-Dimethylbenzidine",8413,21361397,29127,"RACGAP1","A0A024R136",NA,NA
"T.1869","3,3-Dimethylbenzidine",8413,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1870","3,3-Dimethylbenzidine",8413,296439460,79915,"ATAD5","Q96QE3",NA,NA
"T.1871","3,3-Dimethylbenzidine",8413,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.1872","3,3-Dimethylbenzidine",8413,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.1873","3,3-Dimethylbenzidine",8413,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1874","3,3-Dimethylbenzidine",8413,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1875","3,3-Dimethylbenzidine",8413,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.1876","3,3-Dimethylbenzidine",8413,124375976,367,"AR","P10275","4OHA",1.42
"T.1877","3,3-Dimethylbenzidine",8413,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.1878","3,3-Dimethylbenzidine",8413,54288833,2100,"ESR2","F1D8N3",NA,NA
"T.1879","3,3-Dimethylbenzidine",8413,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1880","3,3-Dimethylbenzidine",8413,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1881","3,3-Dimethylbenzidine",8413,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1882","3,3-Dimethylbenzidine",8413,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1883","3,3-Dimethylbenzidine",8413,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1884","3,3-Dimethylbenzidine",8413,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1885","3,3-Dimethylbenzidine",8413,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1886","3,3-Dimethylbenzidine",8413,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1887","6,7-Dimethoxy-coumarin",8417,83304396,4170,"MCL1","A0A087WT64",NA,NA
"T.1888","Anthracene",8418,119611100,22926,"ATF6","A8K383",NA,NA
"T.1889","Anthracene",8418,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1890","Anthracene",8418,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1891","Anthracene",8418,124375976,367,"AR","P10275","4OHA",1.42
"T.1892","Anthracene",8418,1013403374,9734,"HDAC9","Q9UKV0",NA,NA
"T.1893","Anthracene",8418,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1894","Anthracene",8418,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1895","Anthracene",8418,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1896","3,4-dimethoxybenzaldehyde",8419,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.1897","3,4-dimethoxybenzaldehyde",8419,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1898","3,4-dimethoxybenzaldehyde",8419,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1899","3,4-dimethoxybenzaldehyde",8419,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1900","3,4-dimethoxybenzaldehyde",8419,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1901","Dimethyl terephthalate",8441,66775687,9970,"NR1I3","Q14994","1XVP",2.6
"T.1902","Dimethyl terephthalate",8441,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1903","Dimethyl terephthalate",8441,124375976,367,"AR","P10275","4OHA",1.42
"T.1904","Dimethyl terephthalate",8441,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1905","Dimethyl terephthalate",8441,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1906","Dimethyl terephthalate",8441,82393684,5241,"PGR","P06401","1SQN",1.45
"T.1907","Dimethyl terephthalate",8441,16516817,836,"CASP3","P42574","2DKO",1.06
"T.1908","Dimethyl terephthalate",8441,30582205,840,"CASP7","P55210","4JR2",1.65
"T.1909","Dimethyl terephthalate",8441,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1910","Dimethyl terephthalate",8441,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1911","Dimethyl terephthalate",8441,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1912","Dimethyl terephthalate",8441,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1913","2,2'-Dithiobisbenzothiazole",8447,3290016,6002,"RGS12","O14924",NA,NA
"T.1914","2,2'-Dithiobisbenzothiazole",8447,33946324,2770,"GNAI1","P63096","6CRK",2
"T.1915","2,2'-Dithiobisbenzothiazole",8447,31542939,3248,"HPGD","P15428","2GDZ",1.65
"T.1916","2,2'-Dithiobisbenzothiazole",8447,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.1917","2,2'-Dithiobisbenzothiazole",8447,729996,4161,"MC5R","K7ER30",NA,NA
"T.1918","2,2'-Dithiobisbenzothiazole",8447,116242691,4986,"OPRK1","P41145","7T10",2.5
"T.1919","2,2'-Dithiobisbenzothiazole",8447,2851402,4988,"OPRM1","G8XRH5",NA,NA
"T.1920","2,2'-Dithiobisbenzothiazole",8447,803374855,140,"ADORA3","P0DMS8",NA,NA
"T.1921","2,2'-Dithiobisbenzothiazole",8447,1786505126,150,"ADRA2A","P08913","6KUX",2.7
"T.1922","2,2'-Dithiobisbenzothiazole",8447,1160421982,151,"ADRA2B","P18089","6K41",2.9
"T.1923","2,2'-Dithiobisbenzothiazole",8447,20141211,152,"ADRA2C","P18825","6KUW",2.8
"T.1924","2,2'-Dithiobisbenzothiazole",8447,1703010,3362,"HTR6","P50406",NA,NA
"T.1925","2,2'-Dithiobisbenzothiazole",8447,1168965,729230,"CCR2","P41597","7P8X",1.4
"T.1926","2,2'-Dithiobisbenzothiazole",8447,118228,1812,"DRD1","P21728","7JVP",2.9
"T.1927","2,2'-Dithiobisbenzothiazole",8447,118206,1813,"DRD2","A0A024R3C5",NA,NA
"T.1928","2,2'-Dithiobisbenzothiazole",8447,2203400750,1814,"DRD3","A8K8E4",NA,NA
"T.1929","2,2'-Dithiobisbenzothiazole",8447,266667,6531,"SLC6A3","Q01959",NA,NA
"T.1930","2,2'-Dithiobisbenzothiazole",8447,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1931","2,2'-Dithiobisbenzothiazole",8447,4504517,3315,"HSPB1","P04792","3Q9P",2
"T.1932","2,2'-Dithiobisbenzothiazole",8447,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.1933","2,2'-Dithiobisbenzothiazole",8447,3183117,5163,"PDK1","Q15118","2Q8G",1.9
"T.1934","2,2'-Dithiobisbenzothiazole",8447,1871774576,1559,"CYP2C9","P11712","1R9O",2
"T.1935","2,2'-Dithiobisbenzothiazole",8447,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1936","2,2'-Dithiobisbenzothiazole",8447,311033495,2203,"FBP1","P09467","7C9Q",1.88
"T.1937","Cyclopentanone",8452,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.1938","Cyclopentanone",8452,313104270,51592,"TRIM33","B3KN30",NA,NA
"T.1939","Cyclopentanone",8452,12746552,8805,"TRIM24","A0A024R784",NA,NA
"T.1940","2,4-Dinitrotoluene",8461,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1941","2,4-Dinitrotoluene",8461,325495497,6256,"RXRA","Q6P3U7",NA,NA
"T.1942","2,4-Dinitrotoluene",8461,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1943","2,4-Dinitrotoluene",8461,124375976,367,"AR","P10275","4OHA",1.42
"T.1944","2,4-Dinitrotoluene",8461,325495557,8856,"NR1I2","O75469","6TFI",1.85
"T.1945","2,4-Dinitrotoluene",8461,177975,43,"ACHE","P22303","4M0E",2
"T.1946","2,4-Dinitrotoluene",8461,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1947","2,4-Dinitrotoluene",8461,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1948","2,4-Dinitrotoluene",8461,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1949","2,4-Dinitrotoluene",8461,146048409,3757,"KCNH2","A0A090N8Q0",NA,NA
"T.1950","Triethylamine",8471,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1951","Triethylamine",8471,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1952","Isophthalic acid",8496,262118306,123228,"SENP8","Q96LD8",NA,NA
"T.1953","1,4-Naphthalenedione",8530,400274,5604,"MAP2K1","A4QPA9",NA,NA
"T.1954","1,4-Naphthalenedione",8530,123948,3620,"IDO1","P14902","6E43",1.71
"T.1955","1,4-Naphthalenedione",8530,21264471,994,"CDC25B","B4DIG0",NA,NA
"T.1956","1,4-Naphthalenedione",8530,77416852,836,"CASP3","P42574","2DKO",1.06
"T.1957","1,4-Naphthalenedione",8530,113980,4129,"MAOB","P27338","1S3E",1.6
"T.1958","1,4-Naphthalenedione",8530,113978,4128,"MAOA","P21397","2Z5Y",2.17
"T.1959","1,4-Naphthalenedione",8530,20149576,4780,"NFE2L2","Q16236","2FLU",1.5
"T.1960","1,4-Naphthalenedione",8530,51095037,196,"AHR","A0A024R9Z8",NA,NA
"T.1961","1,4-Naphthalenedione",8530,60391226,207,"AKT1","B0LPE5",NA,NA
"T.1962","1,4-Naphthalenedione",8530,325495463,5914,"RARA","P10276","1DSZ",1.7
"T.1963","1,4-Naphthalenedione",8530,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1964","1,4-Naphthalenedione",8530,124375976,367,"AR","P10275","4OHA",1.42
"T.1965","1,4-Naphthalenedione",8530,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1966","1,4-Naphthalenedione",8530,109731339,2737,"GLI3","P10071","4BLD",2.8
"T.1967","1,4-Naphthalenedione",8530,119601739,7253,"TSHR","A0A0A0MTJ0",NA,NA
"T.1968","1,4-Naphthalenedione",8530,119612329,7201,"TRHR","P34981",NA,NA
"T.1969","1,4-Naphthalenedione",8530,116241348,10919,"EHMT2","A2ABF8",NA,NA
"T.1970","1,4-Naphthalenedione",8530,325511404,79813,"EHMT1","Q9H9B1","3HNA",1.5
"T.1971","1,4-Naphthalenedione",8530,1047837853,1565,"CYP2D6","C1ID52",NA,NA
"T.1972","1,4-Naphthalenedione",8530,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1973","1,4-Naphthalenedione",8530,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1974","1,4-Naphthalenedione",8530,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1975","1,4-Naphthalenedione",8530,146048409,3757,"KCNH2","A0A090N8Q0",NA,NA
"T.1976","1,4-Naphthalenedione",8530,115371803,1576,"CYP3A4","P08684","5VCC",1.7
"T.1977","1,4-Naphthalenedione",8530,3024406,5300,"PIN1","Q13526","7AZ2",1.08
"T.1978","1,4-Naphthalenedione",8530,586067,6622,"SNCA","P37840","3Q27",1.3
"T.1979","Dimethyl phthalate",8554,325495545,2101,"ESRRA","P11474","3K6P",2
"T.1980","Dimethyl phthalate",8554,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1981","Dimethyl phthalate",8554,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1982","Dipropyl phthalate",8559,55140668,1557,"CYP2C19","P33261","4GQS",2.87
"T.1983","Dipropyl phthalate",8559,527178914,1559,"CYP2C9","P11712","1R9O",2
"T.1984","Dipropyl phthalate",8559,119619719,1544,"CYP1A2","P05177","2HI4",1.95
"T.1985","Captan",8606,13435386,1576,"CYP3A4","P08684","5VCC",1.7
"T.1986","Captan",8606,31542939,3248,"HPGD","P15428","2GDZ",1.65
"T.1987","Captan",8606,66932916,5594,"MAPK1","P28482","4ZZN",1.33
"T.1988","Captan",8606,30582681,216,"ALDH1A1","P00352","7JWS",1.6
"T.1989","Captan",8606,90903231,3064,"HTT","P42858","4RAV",2.5
"T.1990","Captan",8606,63054845,7421,"VDR","F1D8P8",NA,NA
"T.1991","Captan",8606,348019627,2099,"ESR1","G4XH65",NA,NA
"T.1992","Captan",8606,325651834,3757,"KCNH2","A0A090N8Q0",NA,NA
"T.1993","Captan",8606,7705682,51053,"GMNN","A0A024QZY7",NA,NA
"T.1994","Captan",8606,21264324,134864,"TAAR1","Q96RJ0",NA,NA
"T.1995","Captan",8606,269849759,7157,"TP53","K7PPA8",NA,NA
"T.1996","Captan",8606,4503907,8484,"GALR3","O60755",NA,NA
